"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"28.10.2019","16.640,00","16.750,00","16.675,00","16.650,00","115,49K","-0,80%"
"25.10.2019","16.775,00","16.885,00","16.880,00","16.775,00","64,18K","-0,50%"
"24.10.2019","16.860,00","16.975,00","16.930,00","16.850,00","85,29K","1,63%"
"23.10.2019","16.590,00","16.450,00","16.590,00","16.400,00","91,48K","0,55%"
"22.10.2019","16.500,00","16.050,00","16.525,00","16.040,00","172,72K","2,48%"
"21.10.2019","16.100,00","16.200,00","16.195,00","16.100,00","135,54K","-0,80%"
"18.10.2019","16.230,00","16.375,00","16.325,00","16.225,00","85,65K","-0,25%"
"17.10.2019","16.270,00","16.250,00","16.325,00","16.250,00","99,18K","-1,09%"
"16.10.2019","16.450,00","16.950,00","16.930,00","16.455,00","115,82K","-3,21%"
"15.10.2019","16.995,00","16.940,00","16.995,00","16.877,00","133,04K","2,69%"
"14.10.2019","16.550,00","17.230,00","17.300,00","16.550,00","239,78K","-5,70%"
"11.10.2019","17.550,00","17.700,00","17.700,00","17.550,00","276,58K","-0,43%"
"10.10.2019","17.625,00","17.660,00","17.620,00","17.590,00","221,64K","1,53%"
"09.10.2019","17.360,00","17.600,00","17.575,00","17.360,00","221,89K","-1,20%"
"08.10.2019","17.570,00","17.525,00","17.570,00","17.425,00","184,83K","-0,87%"
"07.10.2019","17.725,00","17.800,00","17.800,00","17.750,00","135,32K","-0,37%"
"04.10.2019","17.790,00","17.825,00","17.790,00","17.750,00","82,76K","0,94%"
"03.10.2019","17.625,00","17.630,00","17.630,00","17.610,00","117,02K","0,80%"
"02.10.2019","17.485,00","17.525,00","17.505,00","17.485,00","187,44K","1,54%"
"01.10.2019","17.220,00","17.250,00","17.325,00","17.195,00","239,75K","1,00%"
"30.09.2019","17.050,00","17.425,00","17.575,00","17.050,00","138,90K","-0,90%"
"27.09.2019","17.205,00","17.330,00","17.325,00","17.210,00","81,75K","-0,03%"
"26.09.2019","17.210,00","17.330,00","17.290,00","17.220,00","101,64K","-0,66%"
"25.09.2019","17.325,00","17.075,00","17.310,00","17.030,00","129,90K","0,84%"
"24.09.2019","17.180,00","17.095,00","17.205,00","17.095,00","144,71K","-1,66%"
"23.09.2019","17.470,00","17.580,00","17.600,00","17.425,00","117,50K","0,46%"
"20.09.2019","17.390,00","17.275,00","17.895,00","17.257,50","","0,53%"
"19.09.2019","17.297,50","17.192,50","17.347,50","17.065,00","","0,61%"
"18.09.2019","17.192,50","17.032,50","17.265,00","16.997,50","","0,84%"
"17.09.2019","17.050,00","17.282,50","17.297,50","16.797,50","","-1,36%"
"16.09.2019","17.285,00","17.755,00","17.895,00","17.110,00","","-2,62%"
"13.09.2019","17.750,00","18.000,00","18.147,50","17.507,50","","-1,36%"
"12.09.2019","17.995,00","17.872,50","18.397,50","17.822,50","","0,77%"
"11.09.2019","17.857,50","17.985,00","18.195,00","17.787,50","","-0,54%"
"10.09.2019","17.955,00","18.295,00","18.332,50","17.877,50","","-0,81%"
"09.09.2019","18.102,50","17.842,50","18.230,00","17.410,00","","0,89%"
"06.09.2019","17.942,50","17.482,50","17.947,50","17.360,00","","2,63%"
"05.09.2019","17.482,50","18.070,00","18.105,00","17.400,00","","-3,36%"
"04.09.2019","18.090,00","17.880,00","18.195,00","17.827,50","","1,10%"
"03.09.2019","17.892,50","18.025,00","18.717,50","17.790,00","","-0,43%"
"02.09.2019","17.970,00","17.880,00","18.842,50","17.812,50","","0,39%"
"30.08.2019","17.900,00","16.387,50","18.127,50","16.382,50","","9,08%"
"29.08.2019","16.410,00","16.245,00","16.600,00","16.010,00","","0,80%"
"28.08.2019","16.280,00","15.635,00","16.345,00","15.632,50","","4,03%"
"27.08.2019","15.650,00","15.747,50","15.905,00","15.630,00","","-0,10%"
"23.08.2019","15.665,00","15.657,50","15.862,50","15.382,50","","0,16%"
"22.08.2019","15.640,00","15.777,50","15.820,00","15.535,00","","-0,82%"
"21.08.2019","15.770,00","15.885,00","15.995,00","15.695,00","","-0,27%"
"20.08.2019","15.812,50","15.922,50","16.157,50","15.630,00","","-0,78%"
"19.08.2019","15.937,50","16.170,00","16.197,50","15.792,50","","-1,45%"
"16.08.2019","16.172,50","16.197,50","16.392,50","16.007,50","","-0,11%"
"15.08.2019","16.190,00","15.867,50","16.387,50","15.762,50","","1,86%"
"14.08.2019","15.895,00","15.780,00","16.080,00","15.492,50","","0,81%"
"13.08.2019","15.767,50","15.652,50","15.950,00","15.625,00","","0,51%"
"12.08.2019","15.687,50","15.642,50","16.142,50","15.022,50","","0,26%"
"09.08.2019","15.647,50","15.800,00","15.907,50","15.502,50","","-1,11%"
"08.08.2019","15.822,50","15.430,00","16.687,50","15.310,00","","2,34%"
"07.08.2019","15.460,00","14.947,50","15.522,50","14.612,50","","3,32%"
"06.08.2019","14.962,50","14.835,00","15.087,50","14.797,50","","0,71%"
"05.08.2019","14.857,50","14.435,00","14.962,50","14.285,00","","2,59%"
"02.08.2019","14.482,50","14.377,50","14.597,50","14.177,50","","0,07%"
"01.08.2019","14.472,50","14.487,50","14.767,50","14.222,50","","-0,55%"
"31.07.2019","14.552,50","14.310,00","14.557,50","14.260,00","","1,71%"
"30.07.2019","14.307,50","14.355,00","14.482,50","14.215,00","","-0,26%"
"29.07.2019","14.345,00","14.127,50","14.375,00","13.887,50","","1,47%"
"26.07.2019","14.137,50","14.015,00","14.237,50","13.960,00","","0,84%"
"25.07.2019","14.020,00","14.522,50","14.545,00","13.942,50","","-3,51%"
"24.07.2019","14.530,00","14.210,00","14.547,50","14.142,50","","2,18%"
"23.07.2019","14.220,00","14.235,00","14.425,00","14.077,50","","-0,12%"
"22.07.2019","14.237,50","14.650,00","14.690,00","14.152,50","","-2,78%"
"19.07.2019","14.645,00","14.902,50","15.102,50","14.367,50","","-2,01%"
"18.07.2019","14.945,00","14.342,50","15.117,50","14.305,00","","3,98%"
"17.07.2019","14.372,50","13.950,00","14.460,00","13.902,50","","3,03%"
"16.07.2019","13.950,00","13.645,00","14.197,50","13.572,50","","2,09%"
"15.07.2019","13.665,00","13.550,00","13.722,50","13.372,50","","0,70%"
"12.07.2019","13.570,00","13.105,00","13.587,50","13.057,50","","3,49%"
"11.07.2019","13.112,50","13.025,00","13.187,50","13.002,50","","0,75%"
"10.07.2019","13.015,00","12.745,00","13.032,50","12.707,50","","2,06%"
"09.07.2019","12.752,50","12.710,00","12.772,50","12.555,00","","0,31%"
"08.07.2019","12.712,50","12.445,00","12.725,00","12.435,00","","2,01%"
"05.07.2019","12.462,50","12.385,00","12.477,50","12.240,00","","0,71%"
"04.07.2019","12.375,00","12.362,50","12.422,50","12.255,00","","0,08%"
"03.07.2019","12.365,00","12.112,50","12.387,50","12.072,50","","2,17%"
"02.07.2019","12.102,50","12.302,50","12.335,00","12.020,00","","-1,75%"
"01.07.2019","12.317,50","12.777,50","12.847,50","12.262,50","","-2,82%"
"28.06.2019","12.675,00","12.727,50","12.775,00","12.587,50","","-0,45%"
"27.06.2019","12.732,50","12.495,00","12.765,00","12.432,50","","1,80%"
"26.06.2019","12.507,50","12.305,00","12.507,50","12.232,50","","1,69%"
"25.06.2019","12.300,00","12.185,00","12.372,50","12.150,00","","0,90%"
"24.06.2019","12.190,00","12.132,50","12.230,00","12.012,50","","0,64%"
"21.06.2019","12.112,50","12.312,50","12.330,00","12.047,50","","-1,70%"
"20.06.2019","12.322,50","12.155,00","12.387,50","12.107,50","","1,59%"
"19.06.2019","12.130,00","11.957,50","12.177,50","11.855,00","","1,49%"
"18.06.2019","11.952,50","11.747,50","12.047,50","11.730,00","","1,59%"
"17.06.2019","11.765,00","11.922,50","12.005,00","11.732,50","","-1,28%"
"14.06.2019","11.917,50","11.855,00","12.067,50","11.840,00","","0,57%"
"13.06.2019","11.850,00","11.855,00","12.040,00","11.787,50","","0,02%"
"12.06.2019","11.847,50","11.905,00","11.975,00","11.792,50","","-0,46%"
"11.06.2019","11.902,50","11.627,50","12.022,50","11.627,50","","2,37%"
"10.06.2019","11.627,50","11.632,50","11.812,50","11.612,50","","0,02%"
"07.06.2019","11.625,00","11.667,50","11.760,00","11.607,50","","-0,36%"
"06.06.2019","11.667,50","11.720,00","11.852,50","11.622,50","","-0,41%"
"05.06.2019","11.715,00","11.810,00","11.857,50","11.707,50","","-0,74%"
"04.06.2019","11.802,50","11.882,50","11.922,50","11.792,50","","-0,67%"
"03.06.2019","11.882,50","11.982,50","12.035,00","11.867,50","","-0,90%"
"31.05.2019","11.990,00","12.097,50","12.177,50","11.982,50","","-0,89%"
"30.05.2019","12.097,50","12.050,00","12.182,50","12.002,50","","0,46%"
"29.05.2019","12.042,50","12.135,00","12.162,50","12.037,50","","-0,82%"
"28.05.2019","12.142,50","12.442,50","12.462,50","12.077,50","","-2,04%"
"24.05.2019","12.395,00","11.892,50","12.492,50","11.885,00","","4,25%"
"23.05.2019","11.890,00","11.962,50","11.967,50","11.817,50","","-0,56%"
"22.05.2019","11.957,50","12.067,50","12.090,00","11.915,00","","-1,08%"
"21.05.2019","12.087,50","12.002,50","12.142,50","11.925,00","","0,83%"
"20.05.2019","11.987,50","12.012,50","12.062,50","11.875,00","","-0,15%"
"17.05.2019","12.005,00","12.140,00","12.160,00","12.002,50","","-1,03%"
"16.05.2019","12.130,00","12.172,50","12.222,50","12.057,50","","-0,12%"
"15.05.2019","12.145,00","12.275,00","12.280,00","11.825,00","","1,80%"
"14.05.2019","11.930,00","11.777,50","11.955,00","11.737,50","","1,36%"
"13.05.2019","11.770,00","11.907,50","11.932,50","11.727,50","","-1,61%"
"10.05.2019","11.962,50","11.825,00","12.072,50","11.820,00","","1,21%"
"09.05.2019","11.820,00","11.932,50","11.962,50","11.732,50","","-0,98%"
"08.05.2019","11.937,50","12.030,00","12.142,50","11.937,50","","-0,73%"
"07.05.2019","12.025,00","12.102,50","12.160,00","11.992,50","","-1,45%"
"03.05.2019","12.202,50","12.170,00","12.387,50","12.117,50","","0,33%"
"02.05.2019","12.162,50","12.165,00","12.217,50","12.112,50","","-0,04%"
"01.05.2019","12.167,50","12.240,00","12.317,50","12.152,50","","-0,55%"
"30.04.2019","12.235,00","12.422,50","12.482,50","12.190,00","","-1,49%"
"29.04.2019","12.420,00","12.425,00","12.512,50","12.382,50","","-0,10%"
"26.04.2019","12.432,50","12.340,00","12.507,50","12.317,50","","0,85%"
"25.04.2019","12.327,50","12.427,50","12.477,50","12.312,50","","-0,82%"
"24.04.2019","12.430,00","12.415,00","12.502,50","12.382,50","","0,16%"
"23.04.2019","12.410,00","12.655,00","12.665,00","12.382,50","","-1,96%"
"18.04.2019","12.657,50","12.892,50","12.925,00","12.627,50","","-1,80%"
"17.04.2019","12.890,00","12.945,00","13.155,00","12.847,50","","-0,27%"
"16.04.2019","12.925,00","12.995,00","13.160,00","12.902,50","","-0,54%"
"15.04.2019","12.995,00","12.965,00","13.067,50","12.857,50","","-0,13%"
"12.04.2019","13.012,50","12.970,00","13.060,00","12.882,50","","0,37%"
"11.04.2019","12.965,00","13.195,00","13.212,50","12.872,50","","-1,67%"
"10.04.2019","13.185,00","13.240,00","13.302,50","13.150,00","","-0,36%"
"09.04.2019","13.232,50","13.215,00","13.315,00","13.092,50","","0,25%"
"08.04.2019","13.200,00","13.082,50","13.322,50","13.082,50","","1,09%"
"05.04.2019","13.057,50","13.167,50","13.277,50","13.042,50","","-0,82%"
"04.04.2019","13.165,00","13.365,00","13.395,00","12.997,50","","-1,46%"
"03.04.2019","13.360,00","13.145,00","13.427,50","13.145,00","","1,50%"
"02.04.2019","13.162,50","13.122,50","13.195,00","12.952,50","","0,44%"
"01.04.2019","13.105,00","13.015,00","13.330,00","13.015,00","","0,85%"
"29.03.2019","12.995,00","12.880,00","13.167,50","12.877,50","","0,93%"
"28.03.2019","12.875,00","13.045,00","13.047,50","12.827,50","","-1,36%"
"27.03.2019","13.052,50","13.112,50","13.147,50","12.880,00","","-0,38%"
"26.03.2019","13.102,50","12.962,50","13.152,50","12.845,00","","1,12%"
"25.03.2019","12.957,50","12.967,50","12.992,50","12.842,50","","-0,13%"
"22.03.2019","12.975,00","13.032,50","13.072,50","12.907,50","","-0,40%"
"21.03.2019","13.027,50","13.342,50","13.370,00","12.905,00","","-2,34%"
"20.03.2019","13.340,00","13.150,00","13.365,00","13.107,50","","1,43%"
"19.03.2019","13.152,50","13.015,00","13.292,50","13.015,00","","1,08%"
"18.03.2019","13.012,50","12.875,00","13.062,50","12.855,00","","0,62%"
"15.03.2019","12.932,50","12.902,50","13.042,50","12.842,50","","0,19%"
"14.03.2019","12.907,50","13.185,00","13.195,00","12.812,50","","-2,12%"
"13.03.2019","13.187,50","13.132,50","13.232,50","12.915,00","","0,50%"
"12.03.2019","13.122,50","12.927,50","13.257,50","12.922,50","","1,63%"
"11.03.2019","12.912,50","13.077,50","13.175,00","12.882,50","","-1,30%"
"08.03.2019","13.082,50","13.202,50","13.232,50","13.060,00","","-1,04%"
"07.03.2019","13.220,00","13.640,00","13.672,50","13.115,00","","-3,06%"
"06.03.2019","13.637,50","13.642,50","13.757,50","13.565,00","","-0,07%"
"05.03.2019","13.647,50","13.292,50","13.722,50","13.265,00","","2,77%"
"04.03.2019","13.280,00","13.217,50","13.467,50","13.172,50","","0,82%"
"01.03.2019","13.172,50","13.057,50","13.382,50","12.997,50","","0,86%"
"28.02.2019","13.060,00","13.062,50","13.157,50","13.022,50","","-0,02%"
"27.02.2019","13.062,50","12.942,50","13.112,50","12.847,50","","0,97%"
"26.02.2019","12.937,50","12.962,50","12.997,50","12.847,50","","-0,23%"
"25.02.2019","12.967,50","13.045,00","13.172,50","12.877,50","","-0,15%"
"22.02.2019","12.987,50","12.845,00","13.102,50","12.780,00","","1,07%"
"21.02.2019","12.850,00","12.897,50","12.942,50","12.777,50","","-0,52%"
"20.02.2019","12.917,50","12.660,00","12.952,50","12.625,00","","2,01%"
"19.02.2019","12.662,50","12.447,50","12.677,50","12.385,00","","1,58%"
"18.02.2019","12.465,00","12.405,00","12.527,50","12.292,50","","0,42%"
"15.02.2019","12.412,50","12.197,50","12.422,50","12.082,50","","1,78%"
"14.02.2019","12.195,00","12.402,50","12.472,50","12.147,50","","-1,61%"
"13.02.2019","12.395,00","12.392,50","12.457,50","12.302,50","","0,08%"
"12.02.2019","12.385,00","12.462,50","12.547,50","12.212,50","","-0,64%"
"11.02.2019","12.465,00","12.575,00","12.730,00","12.412,50","","-0,86%"
"08.02.2019","12.572,50","12.905,00","12.905,00","12.482,50","","-2,56%"
"07.02.2019","12.902,50","12.892,50","13.037,50","12.857,50","","-0,08%"
"06.02.2019","12.912,50","13.090,00","13.347,50","12.857,50","","-1,15%"
"05.02.2019","13.062,50","13.210,00","13.265,00","12.870,00","","-1,25%"
"04.02.2019","13.227,50","12.570,00","13.255,00","12.570,00","","4,36%"
"01.02.2019","12.675,00","12.465,00","12.697,50","12.310,00","","1,66%"
"31.01.2019","12.467,50","12.372,50","12.517,50","12.322,50","","0,95%"
"30.01.2019","12.350,00","12.172,50","12.447,50","12.142,50","","1,67%"
"29.01.2019","12.147,50","11.840,00","12.197,50","11.752,50","","2,53%"
"28.01.2019","11.847,50","11.965,00","12.015,00","11.822,50","","-0,82%"
"25.01.2019","11.945,00","11.755,00","11.980,00","11.745,00","","1,66%"
"24.01.2019","11.750,00","11.700,00","11.792,50","11.595,00","","0,49%"
"23.01.2019","11.692,50","11.590,00","11.727,50","11.582,50","","0,88%"
"22.01.2019","11.590,00","11.807,50","11.837,50","11.555,00","","-1,90%"
"21.01.2019","11.815,00","11.800,00","11.882,50","11.727,50","","0,06%"
"18.01.2019","11.807,50","11.615,00","11.857,50","11.592,50","","1,94%"
"17.01.2019","11.582,50","11.605,00","11.662,50","11.467,50","","-0,22%"
"16.01.2019","11.607,50","11.612,50","11.767,50","11.582,50","","0,00%"
"15.01.2019","11.607,50","11.410,00","11.670,00","11.390,00","","1,84%"
"14.01.2019","11.397,50","11.442,50","11.512,50","11.332,50","","-0,57%"
"11.01.2019","11.462,50","11.232,50","11.512,50","11.197,50","","2,09%"
"10.01.2019","11.227,50","11.242,50","11.317,50","11.162,50","","-0,24%"
"09.01.2019","11.255,00","11.242,50","11.327,50","11.197,50","","0,42%"
"08.01.2019","11.207,50","11.147,50","11.252,50","11.040,00","","0,52%"
"07.01.2019","11.150,00","11.127,50","11.192,50","11.080,00","","0,25%"
"04.01.2019","11.122,50","10.845,00","11.162,50","10.822,50","","2,23%"
"03.01.2019","10.880,00","10.815,00","10.927,50","10.687,50","","0,48%"
"02.01.2019","10.827,50","10.667,50","10.857,50","10.532,50","","1,40%"
"31.12.2018","10.677,50","10.752,50","10.977,50","10.670,00","","-0,54%"
"28.12.2018","10.735,00","10.742,50","10.770,00","10.632,50","","0,16%"
"27.12.2018","10.717,50","10.807,50","10.807,50","10.702,50","","-1,79%"
"24.12.2018","10.912,50","10.882,50","10.985,00","10.875,00","","0,37%"
"21.12.2018","10.872,50","10.942,50","10.980,00","10.842,50","","-0,71%"
"20.12.2018","10.950,00","10.952,50","10.997,50","10.812,50","","-0,25%"
"19.12.2018","10.977,50","10.842,50","11.015,00","10.807,50","","1,29%"
"18.12.2018","10.837,50","10.992,50","11.082,50","10.775,00","","-1,45%"
"17.12.2018","10.997,50","11.022,50","11.112,50","10.972,50","","-0,36%"
"14.12.2018","11.037,50","10.847,50","11.057,50","10.757,50","","1,63%"
"13.12.2018","10.860,00","10.790,00","10.932,50","10.725,00","","0,70%"
"12.12.2018","10.785,00","10.787,50","10.840,00","10.755,00","","0,35%"
"11.12.2018","10.747,50","10.790,00","10.947,50","10.727,50","","-0,37%"
"10.12.2018","10.787,50","10.917,50","10.937,50","10.770,00","","-1,57%"
"07.12.2018","10.960,00","10.857,50","11.002,50","10.830,00","","0,90%"
"06.12.2018","10.862,50","11.192,50","11.197,50","10.757,50","","-3,14%"
"05.12.2018","11.215,00","11.090,00","11.232,50","11.052,50","","0,74%"
"04.12.2018","11.132,50","11.195,00","11.410,00","11.077,50","","-0,58%"
"03.12.2018","11.197,50","11.282,50","11.435,00","11.137,50","","0,90%"
"30.11.2018","11.097,50","11.015,00","11.192,50","10.942,50","","0,82%"
"29.11.2018","11.007,50","10.877,50","11.067,50","10.790,00","","1,36%"
"28.11.2018","10.860,00","10.755,00","10.920,00","10.740,00","","1,07%"
"27.11.2018","10.745,00","10.867,50","10.890,00","10.722,50","","-1,22%"
"26.11.2018","10.877,50","10.882,50","10.892,50","10.745,00","","0,05%"
"23.11.2018","10.872,50","10.962,50","10.965,00","10.737,50","","-0,80%"
"22.11.2018","10.960,00","11.027,50","11.082,50","10.952,50","","-0,57%"
"21.11.2018","11.022,50","11.090,00","11.160,00","11.010,00","","-0,54%"
"20.11.2018","11.082,50","11.195,00","11.337,50","11.052,50","","-0,98%"
"19.11.2018","11.192,50","11.397,50","11.410,00","11.177,50","","-1,78%"
"16.11.2018","11.395,00","11.330,00","11.477,50","11.282,50","","0,64%"
"15.11.2018","11.322,50","11.312,50","11.510,00","11.270,00","","0,18%"
"14.11.2018","11.302,50","11.342,50","11.362,50","11.240,00","","-0,18%"
"13.11.2018","11.322,50","11.327,50","11.572,50","11.260,00","","-0,22%"
"12.11.2018","11.347,50","11.412,50","11.440,00","11.312,50","","-0,61%"
"09.11.2018","11.417,50","11.757,50","11.767,50","11.397,50","","-3,04%"
"08.11.2018","11.775,00","11.752,50","11.815,00","11.585,00","","0,04%"
"07.11.2018","11.770,00","11.825,00","11.917,50","11.627,50","","-0,19%"
"06.11.2018","11.792,50","11.747,50","11.920,00","11.732,50","","0,43%"
"05.11.2018","11.742,50","11.942,50","11.962,50","11.690,00","","-1,63%"
"02.11.2018","11.937,50","11.865,00","12.157,50","11.770,00","","0,80%"
"01.11.2018","11.842,50","11.552,50","11.917,50","11.492,50","","2,60%"
"31.10.2018","11.542,50","11.762,50","11.800,00","11.497,50","","-1,79%"
"30.10.2018","11.752,50","11.740,00","11.852,50","11.710,00","","0,11%"
"29.10.2018","11.740,00","11.905,00","11.945,00","11.702,50","","-1,16%"
"26.10.2018","11.877,50","12.185,00","12.185,00","11.810,00","","-2,48%"
"25.10.2018","12.180,00","12.225,00","12.335,00","12.082,50","","-0,27%"
"24.10.2018","12.212,50","12.415,00","12.535,00","12.205,00","","-1,43%"
"23.10.2018","12.390,00","12.447,50","12.547,50","12.362,50","","-0,54%"
"22.10.2018","12.457,50","12.580,00","12.727,50","12.455,00","","-0,12%"
"19.10.2018","12.472,50","12.312,50","12.630,00","12.310,00","","1,40%"
"18.10.2018","12.300,00","12.375,00","12.422,50","12.202,50","","-0,45%"
"17.10.2018","12.355,00","12.527,50","12.602,50","12.327,50","","-1,46%"
"16.10.2018","12.537,50","12.600,00","12.632,50","12.397,50","","-0,26%"
"15.10.2018","12.570,00","12.715,00","12.812,50","12.550,00","","-0,95%"
"12.10.2018","12.690,00","12.675,00","12.875,00","12.615,00","","-0,12%"
"11.10.2018","12.705,00","12.625,00","12.782,50","12.387,50","","-0,04%"
"10.10.2018","12.710,00","13.005,00","13.015,00","12.687,50","","-2,06%"
"09.10.2018","12.977,50","12.657,50","13.020,00","12.592,50","","2,51%"
"08.10.2018","12.660,00","12.485,00","12.670,00","12.410,00","","-0,02%"
"05.10.2018","12.662,50","12.540,00","12.732,50","12.362,50","","0,90%"
"04.10.2018","12.550,00","12.885,00","12.985,00","12.410,00","","-2,88%"
"03.10.2018","12.922,50","12.507,50","12.970,00","12.437,50","","3,03%"
